"id";"doi";"title";"journal";"publication_year";"authors";"countries";"concepts";"type";"cited_by_count";"abstract_text";"status"
"W4392507363";"10.3390/commodities3010007";"Green Ammonia Production in Stochastic Power Markets";"Commodities";2024;"Ezio Lauro; Amélie Têtu; Hélyette Geman";"GB; US; NO";"Renewable energy; Flexibility (engineering); Procurement; Electricity; Production (economics); Environmental economics";"article";5;"Real assets in the energy market are subject to ecological uncertainty due to the penetration of renewables. We illustrate this point by analyzing electrolyzers, a class of assets that recently became the subject of large interest, as they lead to the production of the desirable green hydrogen and green ammonia. The latter has the advantage of being easily stored and has huge potential in decarbonizing both the fertilizer and shipping industries. We consider the optimization of green ammonia production with different types of electricity procurement in the context of stochastic power and ammonia markets, a necessary assumption to translate the features of renewable, hence intermittent, electricity. We emphasize the importance of using stochastic prices to model the volatile nature of the price dynamics effectively, illustrating the project risks that hedging activities can mitigate. This study shows the pivotal role of flexibility when dealing with fluctuating renewable production and volatile electricity prices to maximize profits and better manage risks.";"Incluido"
"W2531493895";"10.13140/rg.2.2.22845.67048";"Long-term dynamics of investment decisions in electricity markets with variable renewables development and adequacy objectives";"HAL (Le Centre pour la Communication Scientifique Directe)";2016;"Marie Petitet";"FR";"Humanities; Economy; Political science; Economics; Art";"dissertation";4;"Les marchés électriques libéralisés sont supposés assurer la coordination de long terme des investissements afin de garantir sécurité d’approvisionnement, viabilité et compétitivité. Dans le modèle de référence energy-only, la formation des prix par alignement sur le coût variable de l’équipement marginal sur les marchés horaires successifs fournit un signal prix pour les investisseurs. Cependant, en pratique, ce modèle est remis en question quant à sa capacité à déclencher des investissements dans les technologies bas-carbone et en particulier les énergies renouvelables (EnR) et quant à sa capacité à garantir la sécurité d’approvisionnement. Cette thèse cherche d’abord à caractériser ces deux défaillances de marché puis s’intéresse à différentes solutions pour faire face à chacune d’entre elles. Pour cela, la réflexion s’appuie sur un modèle en System Dynamics développé afin de simuler les investissements dans les marchés électriques.D’une part, les résultats montrent que le remplacement des mécanismes de support hors marché par des investissements par le marché avec l’aide d’un prix du carbone apparait comme une solution pour déclencher le développement des EnR à condition d'un engagement politique fort en faveur d’un prix du carbone élevé. D’autre part, il apparait aussi que le marché energy-only avec des prix plafonnés ne parvient pas à assurer l’adéquation de capacité. L’ajout d’un marché de capacité ou la suppression du plafond de prix permettent une amélioration en termes de nombre d’heure de délestage et de bien-être collectif. De plus, le marché de capacité apparaît comme le meilleur choix pour le régulateur parmi les architectures de marché considérées.";"Incluido"
"W4210913289";"10.1016/j.eneco.2022.105853";"An analysis of zonal electricity pricing from a long-term perspective";"Energy Economics";2022;"Quentin Lété; Yves Smeers; Anthony Papavasiliou";NA;"Electricity market; Economics; Electricity; Cash flow; Microeconomics; Complementarity (molecular biology)";"article";19;"In an era of energy transition, it is crucial to ensure that the design of the short-term electricity market provides sufficient cash flows to producers so as to allow the investment of the right technology at the right location. In this paper, we revisit the question of capacity allocation in zonal markets from a long-term perspective. We model the capacity expansion problem in zonal markets in which inter-zonal transmission capacity allocation is organized through flow-based market coupling, which is an approximation of power flow equations in aggregate networks that is employed in European market design. We demonstrate that the classical result of equivalence between centralized and decentralized formulations in transmission-constrained markets ceases to hold in this case. We propose a model of the decentralized capacity expansion problem with flow-based market coupling as a generalized Nash equilibrium that we formulate as a linear complementarity problem. We then perform simulations of the capacity expansion problem with nodal pricing and three variations of zonal pricing on a realistic instance of the Central Western European network and comment on the impacts of flow-based market coupling on investment.";"Incluido"
"W2961521169";"10.5547/01956574.39.5.zcse";"Technology Choices in the U.S. Electricity Industry before and after Market Restructuring";"The Energy Journal";2018;"Zsuzsanna Csereklyei; David I. Stern";"AU";"Restructuring; Electricity; Coal; Natural gas prices; Electricity market; Economics";"article";10;"We study the drivers of the adoption of electricity generation technologies between 1970 and 2014 in the lower 48 U.S. states. Since the 1990s, major electricity market restructuring took place in some parts of the United States. We explore the implications of changing from a regulated “cost-of-service”, or rate of return, system to liberalized wholesale electricity markets on technology and fuel choices.We find that wholesale market restructuring resulted in significant immediate investment in various natural gas technologies due to higher expected profits, and a reduction in coal investments. In states that adopted liberalized wholesale electricity markets, higher natural gas price expectations resulted in more investment in coal and renewable technologies, while higher coal price expectations resulted in lower coal-fired baseload power investments. Natural gas price expectations, therefore, have the potential to significantly shape the power generation landscape of the futur";"Incluido"
"W2428470557";"10.2139/ssrn.2808636";"Current and Future Challenges Facing the European Union's Energy System";"SSRN Electronic Journal";2016;"Daniel J. Tulloch; Ben Caldecott";"GB";"European union; Current (fluid); Political science; International trade; Business; Engineering";"preprint";1;NA;"Incluido"
"W4378628009";"10.35833/mpce.2023.000061";"Achievements and Challenges in European Energy Markets";"Journal of Modern Power Systems and Clean Energy";2023;"Christoph Weber";"DE";"European union; Competition (biology); Electricity; Sustainability; Energy market; Industrial organization";"article";7;"The European electricity and gas markets have been deregulated more than two decades before. From rather diverse starting points, they have continuously evolved over the years to accommodate with new challenges and to improve integration. Since 2005, these markets have been complemented by the market for emission certificates established by the European Union (EU) emission trading system. Three partly competing paradigms have thereby shaped the markets and continue to drive their on-going transformation: effective competition, sub-sidiarity and sustainability.";"Incluido"
"W3083010823";"10.3390/en13184596";"Evaluation of the Administrative Phase-Out of Coal Power Plants on the Italian Electricity Market";"Energies";2020;"Michele Fiorelli; Dogan Keles; Francesco Montana; Giovanni Lorenzo Restifo; Eleonora Riva Sanseverino; Gaetano Zizzo";"DE; IT";"Electricity; Electricity market; Electricity generation; Coal; Stand-alone power system; Environmental economics";"article";3;"Although decarbonisation is one of the most important macro-trends of this century, electricity generation from coal power plants is still broadly common. The main goal of this study is to evaluate the impact of a premature coal power plants phase-out on the Italian day-ahead electricity market. For this purpose, two electricity price forecasts, related to different scenarios between 2019 and 2030, and two different hypotheses for the creation of electricity spot price, were compared. The results from the different scenarios show that coal power plants phase-out determines a small variation in electricity price when bid-up is not considered; instead, when operators’ bid-up is included in the study, the price variation becomes relevant.";"Incluido"
"W2149153412";"10.17863/cam.5687";"Melting-pots and salad bowls: the current debate on electricity market design for RES integration";"RePEc: Research Papers in Economics";2013;"Jean‐Michel Glachant; Arthur Henriot";"IT";"Software deployment; Electricity; Remuneration; Flexibility (engineering); Industrial organization; Renewable energy";"preprint";4;"This paper discusses a series of issues regarding the economic integration of intermittent renewables into European electricity markets. This debate has gained in importance following the large-scale deployment of wind farms and photovoltaic panels. As intermittent renewables constitute a significant share of the installed generation capacity, they cannot be kept isolated from the electricity markets. We argue that RES integration is first and foremost an issue of economic efficiency, and we review the main debates and frameworks that have emerged in the literature. we first consider to what extent intermittent resources should be treated the same way as dispatchable resources. we then analyse the different tools that have been proposed to ensure the required flexibility will be delivered: finer temporal granularity and new price boundaries, integration of a complex set of balancing markets, and introduction of tailor–made capacity remuneration mechanisms. Finally we introduce the topic of space redistribution, confronting crosscontinental markets integration to the emergence of a mosaic of local markets.";"Incluido"
"W3094227448";"10.1016/j.tej.2020.106863";"Scarcity pricing and the missing European market for real-time reserve capacity";"The Electricity Journal";2020;"Anthony Papavasiliou";"BE";"Scarcity; Economics; Valuation (finance); Electricity market; Business; Electricity";"article";25;"Scarcity pricing is a valuable step towards the evolution of electricity markets that rely increasingly on reserves for enabling the large-scale penetration of renewable resources. A real-time market for reserve capacity is essential in the implementation of scarcity pricing, in order to enable the back-propagation of the value of reserve capacity to forward markets for energy and reserve. Such a market for real-time reserve capacity does not exist currently in Europe. Consequently, the existing design of the European balancing market creates challenges for the valuation of reserves. We argue that the implementation of a real-time market for reserve capacity can be aligned with European legislation, and we describe how scarcity pricing based on operating reserve demand curves can be integrated in such a design. We discuss the ongoing scarcity pricing debate in Belgium, and highlight various implementation challenges.";"Incluido"
"W3033176352";"10.3390/en13112816";"Lifetime Degradation Cost Analysis for Li-Ion Batteries in Capacity Markets using Accurate Physics-Based Models";"Energies";2020;"Ahmed Gailani; Maher Al‐Greer; Michael Short; Tracey Crosbie; Nashwan Dawood";"GB";"Degradation (telecommunications); Battery (electricity); Charge cycle; Battery capacity; Depth of discharge; Electrolyte";"article";8;"Capacity markets (CM) are energy markets created to ensure energy supply security. Energy storage devices provide services in the CMs. Li-ion batteries are a popular type of energy storage device used in CMs. The battery lifetime is a key factor in determining the economic viability of Li-ion batteries, and current approaches for estimating this are limited. This paper explores the potential of a lithium-ion battery to provide CM services with four de-rating factors (0.5 h, 1 h, 2 h, and 4 h). During the CM contract, the battery experiences both calendar and cycle degradation, which reduces the overall profit. Physics-based battery and degradation models are used to quantify the degradation costs for batteries in the CM to enhance the previous research results. The degradation model quantifies capacity losses related to the solid–electrolyte interphase (SEI) layer, active material loss, and SEI crack growth. The results show that the physics-based degradation model can accurately predict degradation costs under different operating conditions, and thus can substantiate the business case for the batteries in the CM. The simulated CM profits can be increased by 60% and 75% at 5 °C and 25 °C, respectively, compared to empirical and semiempirical degradation models. A sensitivity analysis for a range of parameters is performed to show the effects on the batteries’ overall profit margins.";"Incluido"
"W4385469346";"10.1007/s40518-023-00223-4";"The EU Commission’s Proposal for Improving the Electricity Market Design: Treading Water, but not Drowning";"Current Sustainable/Renewable Energy Reports";2023;"Carlos Batlle; Tim Schittekatte; Paolo Mastropietro; Pablo Rodilla";"US; IT; ES";"Remuneration; Flexibility (engineering); Electricity; Commission; Electricity market; Business";"article";10;"Abstract Purpose of Review On March 14, 2023, the European Commission (EC) published the much awaited “Proposal for a regulation (…) to improve the Union’s electricity market design.” The proposed regulation reflects the verdict of the EC after several months of fervent debate triggered by the energy crisis that has affected the European region. In this paper, we discuss several crucial elements that are part of the proposed regulation. Recent Findings In a nutshell, we deem the EC has done a great job managing a highly complicated situation. The proposal preserves the crucial role of short-term electricity markets and puts the focus on the key flaw: the perennial incompleteness of long-term power markets. The EC has put forward a large battery of measures, covering different dimensions and with very different potential impacts on the market design. Summary Here we focus on what we consider to be the four key elements of the proposal: (i) the promotion of long-term contracting, (ii) interventions during electricity price crises, (iii) the strategy for an efficient supplier risk management, and (iv) flexibility support schemes and capacity remuneration mechanisms.";"Incluido"
"W7106330116";"10.11575/prism/50721";"Decarbonizing Alberta’s Oil Sands: Integrating Electrothermal Energy Storage and Renewable Energy to Reduce Greenhouse Gas Emissions from Steam Production";"Open MIND";2025;"Asiamah, Victor";NA;"Renewable energy; Greenhouse gas; Waste management; Electricity; Natural resource economics; Production (economics)";"report";0;"Electrothermal energy storage (ETES) presents a promising pathway for decarbonizing steam production in Alberta’s oil sands. This study assesses the technical feasibility, emissions reduction potential, economic viability, and regulatory environment of ETES under five electricity supply scenarios, ranging from the current Alberta grid to 100% renewable energy. Scenario modelling shows that ETES is compatible with in-situ oil sands extraction and can reduce greenhouse gas emissions of steam-assisted gravity drainage operations by up to 91.8% when powered by 100% renewable electricity. Despite higher capital costs, ETES becomes cost-competitive when carbon credits under Alberta’s Technology Innovation and Emissions Reduction regulation and Canada’s Clean Fuel Regulations are stacked and applied. Renewable resource assessment shows sufficient wind and solar potential in key oil sands regions, supporting private-wire ETES configurations. However, policy gaps, particularly the lack of ETES-specific protocols and capped carbon pricing, constrain deployment. The findings support ETES as a technically and strategically viable industrial steam decarbonization solution, contingent on regulatory reforms and strategic integration.";"Incluido"
"W2938334209";"10.26889/9781784671341";"The limits of auctions";NA;2019;"Malcolm Keay; David Robinson";"GB";"Common value auction; Business; Computer science; Economics; Microeconomics";"report";7;"This paper looks at the deployment of auctions in electricity systems, and in particular at the predominant form of auction currently in use: a ‘one-sided’ auction in which a central purchaser, usually acting as an agent of the government, acquires new capacity for the purposes of meeting carbon targets or securing reliability. The use of […]";"Incluido"
"W2400556064";NA;"Unbundling of electricity transmission system operators in Germany: An experience report";"RePEc: Research Papers in Economics";2014;"Gert Brunekreeft; Mika Goto; Roland Meyer; Masahiro Maruyama; Toru Hattori";"DE";"Unbundling; Competition (biology); Industrial organization; Electricity; Business; Process (computing)";"preprint";5;"The purpose of this research is to evaluate the impact of vertical unbundling on German electric utilities. Our research mainly relies on in-depth interviews with sector-experts from the German utilities. We will discuss both short-term changes and the long-term impact on competition in the electricity market as well as the impact on costs and security of supply. Overall, we have two main conclusions. First, the major step in the unbundling process is from ""lean legal unbundling"" to ""fat legal unbundling""; additional steps beyond that are small, both in benefits and in costs. Second, the benefits of unbundling in terms of increased competition do not come for free: unbundling is costly and it is important to balance cost and benefits in the reform process.";"Incluido"
"W4324131037";"10.5463/thesis.65";"Economics of sustainable electricity supply: The German electricity market";NA;2023;"Andreas Coester";NA;"Renewable energy; Natural resource economics; Electricity; Greenhouse gas; Mains electricity; Nuclear power";"dissertation";0;"The industrial activities that our modern civilization depends upon have increased CO2 and other greenhouse gas emissions significantly. There is considerable consensus that this increase in emissions has been contributing to climate change. In order to limit global warming, a comprehensive and fast transition to lower emissions in all industrial sectors is crucial. Despite the strong increase in renewable energies capacity over the past years, there are various challenges associated with the further transition to a 100% renewable energies supply. One of the challenges is the fluctuating supply of renewable energies due to the intermitted nature of wind and sunshine. Another challenge arises from the low marginal costs of renewable energies that lead to a reduction of the electricity price, which impairs a profitable operation of both conventional and renewable energies power plants. Against this backdrop, the main question of this research is which policy scenario can ensure an economic efficient and ongoing expansion of renewable energies together with a secure level of electricity supply? The research focusses on Germany, as Germany has to find sustainable and economically feasible policy scenarios in the short-term due to its strong expansion of renewable energies and its decision to phase-out both nuclear and coal power plants.";"Incluido"
"W2557608535";"10.5445/ir/1000059424";"Group Formation in Smart Grids : Designing Demand Response Portfolios";"Repository KITopen (Karlsruhe Institute of Technology)";2016;"Johannes Gärttner";NA;"Demand response; Group (periodic table); Computer science; Engineering; Electricity; Chemistry";"dissertation";7;NA;"Incluido"
"W4285008691";"10.1080/02646811.2022.2088175";"Regulating radical innovations in the EU electricity markets: time for a robust sandbox";"Journal of Energy & Natural Resources Law";2022;"Kanerva Sunila; Ari Ekroos";"FI";"Sandbox (software development); Pace; Legislation; Electricity; Business; Industrial organization";"article";6;"During the last decade, the level of detail and complexity in the EU electricity market legislation has ballooned. Simultaneously, the pace of technological development has been rapid. This is necessary for the clean energy transition but also creates challenges. How do we ensure the legislation is keeping up with the development of the real world? Should innovative solutions be encouraged, even if they do not comply with the current rules? We argue that regulation of the ‘radical innovations’ is inadequate in the EU. As a solution, we discuss an EU framework for regulatory sandboxes and propose design principles for its development.";"Incluido"
"W4400380074";"10.2139/ssrn.4887443";"3-Party Covenant Financing Of ‘Semi-Regulated’ Pumped Hydro Assets";"SSRN Electronic Journal";2024;"Paul Simshauser; Nicholas Gohdes";NA;"Covenant; Business; Finance; Political science; Law";"preprint";1;NA;"Incluido"
"W4294562814";"10.36687/inetwp191";"Navigating the crises in European energy: Price Inflation, Marginal Cost Pricing, and Principles for Electricity Market Redesign in an Era of Low-Carbon Transition";NA;2022;"Michael Grubb";"SE; GB";"Electricity; Economics; Revenue; Electricity market; Marginal cost; Electricity generation";"report";12;"The energy crisis engulfing Europe is a crisis of both gas and electricity markets, with huge cost impacts on consumers across all European countries. In Britain, half of typical household energy expenditure arises from electricity. This paper examines how the cost of gas-powered generation feeds through to electricity bills, on the principle of marginal cost pricing, setting the price for most of the time though it accounts for only about 40% of GB generation. Combined with the steep decline in wind and solar costs over the past decade, this has resulted in an unprecedented degree of ‘cost inversion’ in the electricity system. We offer estimates of the increase of revenues across the wholesale market, and outline five principles for reform for addressing the combined challenges of energy costs and accelerating low-carbon transition.";"Incluido"
"W4289866375";"10.1016/j.ejor.2022.07.052";"Long-run optimal pricing in electricity markets with non-convex costs";"European Journal of Operational Research";2022;"Conleigh Byers; Gabriela Hug";"CH";"Economic surplus; Economics; Microeconomics; Convex hull; Transfer pricing; Marginal cost";"article";19;"Determining optimal prices in non-convex markets remains an unsolved challenge. Non-convex costs are critical in electricity markets, as startup costs and minimum operating levels yield a non-convex optimal value function over demand levels. While past research largely focuses on the performance of different non-convex pricing frameworks in the short-run or uses convex approximations, we determine long-run adapted resource mixes associated with each pricing framework while preserving the full extent of the non-convex operations. We frame optimal pricing in terms of social surplus achieved and transfer of consumer to producer surplus in adapted long-run market equilibria. We find that convex hull pricing achieves the highest social surplus and is also associated with the lowest transfer of consumer to producer surplus. Marginal prices determined by fixing integer variables to their optimal values in the pricing run are also associated with high social surplus and high consumer surplus when the optimality gap in the original mixed integer linear program is very small. Other pricing frameworks tend to over-compensate inframarginal units, leading to resource mixes with lower social surplus and a greater transfer of consumer surplus to producer surplus in the long-run.";"Incluido"
"W2781558467";"10.2514/6.2018-1872";"Nonlinear Guidance and Autopilot Design for Lunar Soft Landing";"2018 AIAA Guidance, Navigation, and Control Conference";2018;"Avijit Banerjee; Radhakant Padhi";"IN";"Autopilot; Soft landing; Nonlinear system; Aerospace engineering; Moon landing; Computer science";"conference-paper";2;"In this paper a nonlinear suboptimal guidance and autopilot design is presented for the powered braking phase of the autonomous soft landing of lunar module. The design objective is to drive the spacecraft from perilune (a point on the lunar orbit closest to the lunar surface) to a designated location over the lunar surface while ensuring the terminal touchdown velocity and the terminal vertical orientation of the spacecraft. In general the autonomous guidance generate the acceleration command based on the point mass dynamics. In order to follow the desired trajectory generated using guidance module, a three loop structure based closed loop guidance and control design for the spacecraft rigid body dynamics is presented. The nonlinear dynamic inversion based tracking controller is introduced to follow the desired body attitude. The intermediate loop is designed generate the desired body rate commands which are again tracked by the inner most loop to provide the necessary torque along the body axis. To realize the torque requirement small attitude thruster based reaction control configuration is presented. The reaction thrusters are in general on-off thrusters with discrete actuation capability. Using the appropriate thruster selection logic the reaction thruster are activated in proper sequence to achieve the required torque demand. Based on the proposed design a simulation study has been carried out with six degree of freedom spacecraft model and effectiveness is demonstrated with simulation results.";"Incluido"
"W2945839443";NA;"Large-Scale Balancing with Norwegian Hydro Power in the Future European Electricity Market";"TNO Repository";2017;"Paul Koutstaal; M. va. Hout";NA;"Volatility (finance); Electricity market; Electricity; Economics; Industrial organization; Hydroelectricity";"report";3;"In this study insights are gained on the impact of a future expansion of Norwegian Hydro Power. Two scenarios are analyzed for the year 2030 that differ with regard the ambition of Norway to participate in the EU power markets to balance supply and demand; Niche storage and Big Storage. In addition to the insights gained on trade flows and production, the market prices and their volatility are especially of interest to gain insight on the business case for Hydro Conventional Storage and Hydro Pumped Storage (PS) in Norway. While hydro conventional units benefit from high electricity prices, Hydro PS units benefit from high price volatility since it is both a consumer and producer of electricity. From the perspective of a hydro PS operator Niche Storage scenario is most preferred due to higher price volatility, and Big Storage is most preferred from the perspective of a hydro conventional operator due to higher electricity prices. Especially the developments in EU grid expansion are identified as important as a strong EU grid is able to accommodate fluctuations in supply and demand to a significant extent and is thus regarded as a competitor to Hydro PS in Norway.";"Incluido"
"W2919638040";NA;"An interdisciplinary assessment of energy security risks in the Finnish energy market";"Aaltodoc (Aalto University)";2019;"Jaakko Jääskeläinen";NA;"Energy (signal processing); Energy security; Business; Risk analysis (engineering); Engineering; Renewable energy";"other";2;"Climate change is currently one of the most compelling global threats, and energy sector accounts for almost two thirds of all emissions related to the climate change. Therefore, national energy systems face conflicting pressure to supply the ever-increasing demand for energy while decarbonising energy production. Under this pressure, concern over energy security has increased. The most topical energy security concerns in the Finnish energy market are generation adequacy and import dependence. This dissertation examines these themes along with other market-related energy security risks in the Finnish context. &#13;\n&#13;\nThis dissertation analyses energy security in the Finnish energy system by examining various scenarios in investment, the future of combined heat and power (CHP) production, the impacts of a severe drought, and import dependence. The research is done in collaboration with multiple researchers from other disciplines such as law and environmental and political sciences. Generation adequacy in the Finnish energy system is analysed by using the EnergyPLAN simulation tool. The impacts of a severe drought on the Finnish energy system are analysed by combining hydrological and energy system modelling. Generation capacity investment prospects, particularly those of biomass-based CHP production, are analysed by applying the net present value (NPV) and levelised cost of electricity (LCOE) methods. Energy security issues related to a plausible decrease in the Finnish CHP capacity are analysed on a city-level (Helsinki) by applying quantitative modelling, and on national and international levels, by qualitative assessment. Finland's dependence on Russian energy import currently is analysed by applying the interdependence framework, and the future development of the energy-trade is studied by developing and analysing energy policy scenarios until 2040. &#13;\n&#13;\nThe results indicate that the Finnish energy system is currently well prepared against technical faults. Despite the public concern, challenges with generation adequacy due to technical reasons are improbable. A severe, multiyear drought in the Nordic area could affect generation adequacy in Finland particularly via reduced availability of electricity import during peak demand periods. Despite the high thermal efficiency of CHP production, the Finnish energy system would most probably function even if the capacity decreased notably in the 2020s. Finland's notable import dependence on Russian energy import has so far not resulted in any disruptions in security of supply, and the dependence is likely to decrease in the future. However, energy trade between the countries goes beyond techno-economic aspects, and it is difficult to predict the energy security implications of geopolitical and societal trends.";"Incluido"
"W3124617025";NA;"Innovation in the energy sector";"RePEc: Research Papers in Economics";2013;"Klaus S. Friesenbichler";NA;"Business; Software deployment; Industrial organization; Subsidy; Economics; Environmental economics";"preprint";0;"This study analyses the diffusion of renewable energy (RE) technologies. It analyses the transition dynamics as the sector broadens its energy mix and changes its capital stock. This shift is found to be desirable from an environmental, geopolitical and economic perspective. Yet, it greatly increases the technical and industrial complexity, and is not Pareto-efficient. We focus on wind and solar power, and discuss their promoted deployment against the energy policy principles of the EU. Put drastically, the promotion of sustainability undermined competitive mechanisms. This has potentially adverse effects on the security of supply due to the market design that seeks to keep prices low. RE outperforms conventional facilities. Emergency capacities, however, are also exiting, especially in Germany. If markets are seen as one, there seems to be a threshold of wind and solar power that the current back-up system can incorporate without risking the security of supply. The policy relevant crux lies in conflicting mechanisms: the top-down promotion and planning policies undermine the bottom-up market selection. Then again, without interventions the market does not provide the socially desired outcomes. If tensions aggravate further, the implementation of the new technology base is likely to stall. In addition, the generous promotion resulted in the fast deployment of RE, which may have shortened the formative phase of the diffusion process. A longer formative phase would have created more learning effects and fostered more incremental innovations. In addition, costs of subsidies are allocated differently across countries. Mechanisms that allocate costs to the public budget have greater acceptance rates than budget neutral ones that assign costs to consumers. The latter affect households asymmetrically across income classes. Also ownership structures changed; a large number of actors now constitute the energy sector. Citizens increasingly appeared as producers and investors, which stimulated the social acceptance of RE, and in some cases unlocked initially unfavourable vested interests.";"Incluido"
"W7166943559";NA;"Analysis of the Impact of Wind and Solar Generation on Wholesale Electricity Prices in the Spanish Electricity Market, 2020–2025";"Lund University Publications Student Papers (Lund University)";2026;"Ignacio Biosca Ferrando";NA;"Renewable energy; Electricity; Ordinary least squares; Electricity generation; Econometrics; Economics";"other";0;"This thesis analyses how the growth of wind and solar PV generation has affected wholesale electricity prices in Spain between 2020 and 2025, and how that relationship evolved as renewable penetration increased. Using 52,603 hourly observations obtained from the REE ESIOS public data portal — covering OMIE day-ahead spot prices, electricity demand, wind generation, and solar PV generation — the study applies Pearson correlation analysis, renewable penetration quartile analysis, and annual ordinary least squares regression to document the evolution of the merit-order effect across the six-year period. The analysis is empirical and descriptive; no formal causal identification is attempted. The merit-order effect was present and statistically significant in every year of the study. Hours with the highest renewable penetration (Q4) were consistently cheaper than hours with the lowest (Q1), and the price gap between those two groups widened from 33% in 2020 to 83% in 2025. The 2021–22 energy crisis temporarily dominated price formation: the OLS model explained just 8.5% of hourly price variance in 2021, rising to 69.9% by 2025, a progression that reflects a structural shift from gas-dominated to renewables-dominated price setting. A reversal in the relative contributions of wind and solar was also identified. Wind's Pearson correlation with price declined from −0.23 (2020) to −0.08 (2025), while solar's strengthened from −0.07 to −0.51, consistent with the tripling of mean hourly solar output from 1,762 MW to 5,617 MW over the period. This concentration of solar generation at midday produced a measurable duck curve in market prices: the average gap between midday (10:00–15:00) and off-peak prices grew from 0.4 EUR/MWh in 2020 to 43.8 EUR/MWh in 2025. Hours with zero or negative spot prices rose from none in 2020–21 to 784 in 2024 and 792 in 2025, with spring 2024 averaging just 21.5 EUR/MWh, providing empirical evidence of solar cannibalisation in the Spanish market. The regression coefficients for 2023–25 are approximately twice the magnitude reported in prior Spanish studies for earlier periods, consistent with a strengthening merit-order effect at higher penetration levels.";"Incluido"
"W4388564047";"10.32479/ijeep.14833";"Capacity Payments in the Turkish Electricity Market: A Necessity or Policy?";"International Journal of Energy Economics and Policy";2023;"Aysun Korucan; Okan Yardımcı";"TR";"Scope (computer science); Payment; Turkish; Environmental economics; Electricity; Industrial organization";"article";2;"Capacity mechanisms have been implemented in different forms for various purposes. Contrary to altering trends in the electricity markets, Türkiye opted for enforcing “capacity payments,” regarded as a primitive form of the mechanisms to ensure the security of supply and system reliability. This study mainly aims to build a critical review of the Turkish capacity mechanism design. The survey conducted makes valuable inferences along with the opinions of different stakeholders. The results indicate that the current capacity payment scheme, a non-market based, is not sustainable in the long run. Therefore, improving the existing payment methodology by reconsidering mechanism’s scope and different age criteria, efficiency, and deliverability for plants or implementing other types of mechanisms with a market reform, such as demand response participation, seems more efficient.";"Incluido"
"W3132297181";"10.3390/en14041124";"Re-Designing GB’s Electricity Market Design: A Conceptual Framework Which Recognises the Value of Distributed Energy Resources";"Energies";2021;"Thomas Pownall; Iain Soutar; Catherine Mitchell";"GB";"Electricity market; Electricity; Distributed generation; Electricity retailing; Industrial organization; Business";"article";12;"The design of electricity markets determines the technologies, services and modes of operation that can access value, consequently shaping current and future electricity landscapes. This paper highlights that the efficacy of Great Britain’s electricity market design in facilitating net zero is inadequate and must be reconfigured. The rules of the current electricity market design are remnants of an electricity sector dominated by large-scale, centralised, fossil fuel technologies. Therefore, routes to market for the provision of necessary services to support net zero, not least flexibility, are largely inaccessible for distributed energy resources and, despite their benefits to the system, are thus undervalued. Based upon a review and consolidation of 30 proposed electricity market designs from liberalised electricity sectors, this paper proposes a new electricity market design for Great Britain. This design is presented alongside a new institutional framework to aid in the efficient operation of the market. Specifically, this paper proposes a new local balancing and coordinating market located at each grid supply point (the transmission and distribution interface). This is realised through the implementation of a distributed locational marginal pricing structure which is governed by the evolution of the current distributed network operator, known as the distributed service provider (DSP). The DSP also operates a local balancing and ancillary market for their geographical area. The wholesale market is reconfigured to coordinate with these new local markets and to harmonise the actors across the distribution and transmission network.";"Incluido"
"W4402789222";"10.1088/1748-9326/ad7edd";"A bottom–up regional potential assessment of bioenergy with carbon capture and storage in Germany";"Environmental Research Letters";2024;"Mohammad Sadr; Danial Esmaeili Aliabadi; Matthias Jordan; Daniela Thrän";"DE";"Carbon capture and storage (timeline); Bioenergy; Environmental science; Carbon fibers; Bio-energy with carbon capture and storage; Carbon sequestration";"article";11;"Abstract Bioenergy with Carbon Capture and Storage (BECCS) is a bio-based Carbon Dioxide Removal Technology (CDR) undergoing detailed and comprehensive screening in many countries. The latest scientific reports emphasized that net-zero targets can not be achieved globally or nationally without deploying such technologies. Germany aims to achieve carbon neutrality by 2045, and negative emissions thereafter, which means a higher demand for CDRs. Despite BECCS being the building block of net-zero policies, its implementation on a national and regional scale presents serious challenges. Therefore, in this study, we analyze the role of BECCS in the German bioenergy system with a spatially detailed bottom–up optimization model that accounts for techno-economics and political aspects of BECCS (e.g. availability of biomass and investment costs). Our analysis demonstrates that BECCS can remove almost 61 Mt CO 2 in 2050; however, the outcomes demonstrate sensitivity toward CO 2 credit and CO 2 prices, which can raise the removal as high as 69 Mt CO 2 . Additionally, results suggest that removing enough CO 2 to achieve carbon neutrality in Germany by 2045 solely through BECCS seems extremely challenging; thus, a portfolio of negative emission technologies will be necessary to contribute. Our findings provide a better understanding of BECCS feasibility and its potential to assist us in achieving climate targets in Germany. Although we apply our model to Germany, the developed tool and insights are generic and can be applied to other countries.";"Incluido"
